X,Y,Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,STATO,TIPOLOGIA,REGIONE,PROVINCIA,COMUNE,LOCALITA_,LATITUDINE,LONGITUDIN,unnamed__1_,GENERE,SPECIE,NOME_VOLG,ALTRE_SPECIE,CONTESTO,CR_ETA_,CR_CIRCONF,CR_ALTEZZA,CR_AMPIEZZ,CR_FM_O_PO,CR_VALORE,CR_RARITA_,CR_ARCHIT,CR_PAESAG,CR_STORICO,AL_IS___H,AL_IS___C,INS___Cmed,INS___Hmed,INS___Cmax,INS___Hmax,DECR_DI_IN,DECR_MODIF
10.34917,44.66667,007/L346/PR/08,STATO: Iscritto in elenco<br>TIPOLOGIA: albero singolo<br>REGIONE: Emilia-Romagna<br>PROVINCIA: Parma<br>COMUNE: Traversetolo<br>LOCALITA': MUSEO MAGNANI ROCCA - VIA FONDAZIONE MAGNANI ROCCA 4<br>LATITUDINE: 44.66667<br>LONGITUDIN: 10.34917<br>unnamed (1): 176 m slm<br>GENERE: Sequoia<br>SPECIE: Sequoia sempervirens (D. Don) Endl.<br>NOME VOLG: Sequoia sempreverde<br>ALTRE SPECIE: <br>CONTESTO: extraurbano<br>CR ETA': SI<br>CR CIRCONF: SI<br>CR ALTEZZA: NO<br>CR AMPIEZZ: NO<br>CR FM O PO: NO<br>CR VALORE: NO<br>CR RARITA': SI<br>CR ARCHIT: NO<br>CR PAESAG: SI<br>CR STORICO: NO<br>AL IS - H: 40 m<br>AL IS - C: 440 cm<br>INS - Cmed: <br>INS - Hmed: <br>INS - Cmax: <br>INS - Hmax: <br>DECR DI IN: D.Dip. n. 5450 del 19/12/2017<br>DECR MODIF: 0,,,,,-1,0,-1,,,Iscritto in elenco,albero singolo,Emilia-Romagna,Parma,Traversetolo,MUSEO MAGNANI ROCCA - VIA FONDAZIONE MAGNANI ROCCA 4,44.66667,10.34917,176 m slm,Sequoia,Sequoia sempervirens (D. Don) Endl.,Sequoia sempreverde,,extraurbano,SI,SI,NO,NO,NO,NO,SI,NO,SI,NO,40 m,440 cm,,,,,D.Dip. n. 5450 del 19/12/2017,0
10.32257,44.80597,001/G337/PR/08,STATO: Iscritto in elenco<br>TIPOLOGIA: albero singolo<br>REGIONE: Emilia-Romagna<br>PROVINCIA: Parma<br>COMUNE: Parma<br>LOCALITA': PALAZZO DUCALE<br>LATITUDINE: 44.80597<br>LONGITUDIN: 10.32257<br>unnamed (1): 55 m slm<br>GENERE: Platanus<br>SPECIE: Platanus acerifolia (Aiton) Willd.<br>NOME VOLG: Platano comune<br>ALTRE SPECIE: <br>CONTESTO: urbano<br>CR ETA': SI<br>CR CIRCONF: SI<br>CR ALTEZZA: NO<br>CR AMPIEZZ: NO<br>CR FM O PO: NO<br>CR VALORE: NO<br>CR RARITA': NO<br>CR ARCHIT: SI<br>CR PAESAG: SI<br>CR STORICO: SI<br>AL IS - H: 47 m<br>AL IS - C: 655 cm<br>INS - Cmed: <br>INS - Hmed: <br>INS - Cmax: <br>INS - Hmax: <br>DECR DI IN: D.Dip. n. 5450 del 19/12/2017<br>DECR MODIF: 0,,,,,-1,0,-1,,,Iscritto in elenco,albero singolo,Emilia-Romagna,Parma,Parma,PALAZZO DUCALE,44.80597,10.32257,55 m slm,Platanus,Platanus acerifolia (Aiton) Willd.,Platano comune,,urbano,SI,SI,NO,NO,NO,NO,NO,SI,SI,SI,47 m,655 cm,,,,,D.Dip. n. 5450 del 19/12/2017,0
10.32051,44.80499,002/G337/PR/08,"STATO: Iscritto in elenco<br>TIPOLOGIA: albero singolo<br>REGIONE: Emilia-Romagna<br>PROVINCIA: Parma<br>COMUNE: Parma<br>LOCALITA': PARCO DUCALE<br>LATITUDINE: 44.80499<br>LONGITUDIN: 10.32051<br>unnamed (1): 55 m slm<br>GENERE: Ulmus<br>SPECIE: Ulmus minor Mill.<br>NOME VOLG: Olmo campestre<br>ALTRE SPECIE: <br>CONTESTO: urbano<br>CR ETA': SI<br>CR CIRCONF: SI<br>CR ALTEZZA: NO<br>CR AMPIEZZ: NO<br>CR FM O PO: NO<br>CR VALORE: NO<br>CR RARITA': NO<br>CR ARCHIT: NO<br>CR PAESAG: NO<br>CR STORICO: NO<br>AL IS - H: 37,5 m<br>AL IS - C: 382 cm<br>INS - Cmed: <br>INS - Hmed: <br>INS - Cmax: <br>INS - Hmax: <br>DECR DI IN: D.Dip. n. 5450 del 19/12/2017<br>DECR MODIF: 0",,,,,-1,0,-1,,,Iscritto in elenco,albero singolo,Emilia-Romagna,Parma,Parma,PARCO DUCALE,44.80499,10.32051,55 m slm,Ulmus,Ulmus minor Mill.,Olmo campestre,,urbano,SI,SI,NO,NO,NO,NO,NO,NO,NO,NO,"37,5 m",382 cm,,,,,D.Dip. n. 5450 del 19/12/2017,0
10.17363,44.88242,005/D673/PR/08,STATO: Iscritto in elenco<br>TIPOLOGIA: albero singolo<br>REGIONE: Emilia-Romagna<br>PROVINCIA: Parma<br>COMUNE: Fontanellato<br>LOCALITA': PIAZZA GIUSEPPE GARIBALDI 2<br>LATITUDINE: 44.88242<br>LONGITUDIN: 10.17363<br>unnamed (1): 47 m slm<br>GENERE: Platanus<br>SPECIE: Platanus acerifolia (Aiton) Willd.<br>NOME VOLG: Platano comune<br>ALTRE SPECIE: <br>CONTESTO: urbano<br>CR ETA': NO<br>CR CIRCONF: SI<br>CR ALTEZZA: NO<br>CR AMPIEZZ: NO<br>CR FM O PO: NO<br>CR VALORE: NO<br>CR RARITA': NO<br>CR ARCHIT: NO<br>CR PAESAG: NO<br>CR STORICO: SI<br>AL IS - H: 32 m<br>AL IS - C: 445 cm<br>INS - Cmed: <br>INS - Hmed: <br>INS - Cmax: <br>INS - Hmax: <br>DECR DI IN: D.Dip. n. 5450 del 19/12/2017<br>DECR MODIF: 0,,,,,-1,0,-1,,,Iscritto in elenco,albero singolo,Emilia-Romagna,Parma,Fontanellato,PIAZZA GIUSEPPE GARIBALDI 2,44.88242,10.17363,47 m slm,Platanus,Platanus acerifolia (Aiton) Willd.,Platano comune,,urbano,NO,SI,NO,NO,NO,NO,NO,NO,NO,SI,32 m,445 cm,,,,,D.Dip. n. 5450 del 19/12/2017,0
10.37766,44.92868,001/C904/PR/08,STATO: Iscritto in elenco<br>TIPOLOGIA: albero singolo<br>REGIONE: Emilia-Romagna<br>PROVINCIA: Parma<br>COMUNE: Colorno<br>LOCALITA': REGGIA DI COLORNO<br>LATITUDINE: 44.92868<br>LONGITUDIN: 10.37766<br>unnamed (1): 30 m slm<br>GENERE: Zelkova<br>SPECIE: Zelkova carpinifolia (Pall.) K. Koch<br>NOME VOLG: Olmo del Caucaso<br>ALTRE SPECIE: <br>CONTESTO: urbano<br>CR ETA': SI<br>CR CIRCONF: SI<br>CR ALTEZZA: NO<br>CR AMPIEZZ: NO<br>CR FM O PO: NO<br>CR VALORE: NO<br>CR RARITA': SI<br>CR ARCHIT: SI<br>CR PAESAG: SI<br>CR STORICO: SI<br>AL IS - H: 26 m<br>AL IS - C: 612 cm<br>INS - Cmed: <br>INS - Hmed: <br>INS - Cmax: <br>INS - Hmax: <br>DECR DI IN: D.Dip. n. 5450 del 19/12/2017<br>DECR MODIF: 0,,,,,-1,0,-1,,,Iscritto in elenco,albero singolo,Emilia-Romagna,Parma,Colorno,REGGIA DI COLORNO,44.92868,10.37766,30 m slm,Zelkova,Zelkova carpinifolia (Pall.) K. Koch,Olmo del Caucaso,,urbano,SI,SI,NO,NO,NO,NO,SI,SI,SI,SI,26 m,612 cm,,,,,D.Dip. n. 5450 del 19/12/2017,0
10.24496,44.69174,001/D526/PR/08,STATO: Iscritto in elenco<br>TIPOLOGIA: albero singolo<br>REGIONE: Emilia-Romagna<br>PROVINCIA: Parma<br>COMUNE: Felino<br>LOCALITA': VILLA CAUMONT CAIMI - VIA G. VERDI 12<br>LATITUDINE: 44.69174<br>LONGITUDIN: 10.24496<br>unnamed (1): 190 m slm<br>GENERE: Platanus<br>SPECIE: Platanus acerifolia (Aiton) Willd.<br>NOME VOLG: Platano comune<br>ALTRE SPECIE: <br>CONTESTO: urbano<br>CR ETA': NO<br>CR CIRCONF: SI<br>CR ALTEZZA: NO<br>CR AMPIEZZ: NO<br>CR FM O PO: SI<br>CR VALORE: NO<br>CR RARITA': NO<br>CR ARCHIT: SI<br>CR PAESAG: SI<br>CR STORICO: SI<br>AL IS - H: 37 m<br>AL IS - C: 497 cm<br>INS - Cmed: <br>INS - Hmed: <br>INS - Cmax: <br>INS - Hmax: <br>DECR DI IN: D.Dip. n. 5450 del 19/12/2017<br>DECR MODIF: 0,,,,,-1,0,-1,,,Iscritto in elenco,albero singolo,Emilia-Romagna,Parma,Felino,VILLA CAUMONT CAIMI - VIA G. VERDI 12,44.69174,10.24496,190 m slm,Platanus,Platanus acerifolia (Aiton) Willd.,Platano comune,,urbano,NO,SI,NO,NO,SI,NO,NO,SI,SI,SI,37 m,497 cm,,,,,D.Dip. n. 5450 del 19/12/2017,0
9.27444,44.61306,001/G195/PC/08,STATO: Iscritto in elenco<br>TIPOLOGIA: albero singolo<br>REGIONE: Emilia-Romagna<br>PROVINCIA: Piacenza<br>COMUNE: Ottone<br>LOCALITA': BARCHI - CHIOSTRO DI SAN FRANCESCO<br>LATITUDINE: 44.61306<br>LONGITUDIN: 9.27444<br>unnamed (1): 834 m slm<br>GENERE: Castanea<br>SPECIE: Castanea sativa Mill.<br>NOME VOLG: Castagno<br>ALTRE SPECIE: <br>CONTESTO: extraurbano<br>CR ETA': SI<br>CR CIRCONF: SI<br>CR ALTEZZA: NO<br>CR AMPIEZZ: NO<br>CR FM O PO: NO<br>CR VALORE: NO<br>CR RARITA': NO<br>CR ARCHIT: NO<br>CR PAESAG: SI<br>CR STORICO: NO<br>AL IS - H: 23 m<br>AL IS - C: 680 cm<br>INS - Cmed: <br>INS - Hmed: <br>INS - Cmax: <br>INS - Hmax: <br>DECR DI IN: D.Dip. n. 5450 del 19/12/2017<br>DECR MODIF: 0,,,,,-1,0,-1,,,Iscritto in elenco,albero singolo,Emilia-Romagna,Piacenza,Ottone,BARCHI - CHIOSTRO DI SAN FRANCESCO,44.61306,9.27444,834 m slm,Castanea,Castanea sativa Mill.,Castagno,,extraurbano,SI,SI,NO,NO,NO,NO,NO,NO,SI,NO,23 m,680 cm,,,,,D.Dip. n. 5450 del 19/12/2017,0
9.70316,45.05082,004/G535/PC/08,STATO: Iscritto in elenco<br>TIPOLOGIA: albero singolo<br>REGIONE: Emilia-Romagna<br>PROVINCIA: Piacenza<br>COMUNE: Piacenza<br>LOCALITA': IARDINI MARGHERITA - VIA ALBERONI<br>LATITUDINE: 45.05082<br>LONGITUDIN: 9.70316<br>unnamed (1): 60 m slm<br>GENERE: Cedrus<br>SPECIE: Cedrus libani A.Richard<br>NOME VOLG: Cedro del Libano<br>ALTRE SPECIE: <br>CONTESTO: urbano<br>CR ETA': SI<br>CR CIRCONF: SI<br>CR ALTEZZA: NO<br>CR AMPIEZZ: NO<br>CR FM O PO: NO<br>CR VALORE: NO<br>CR RARITA': NO<br>CR ARCHIT: SI<br>CR PAESAG: NO<br>CR STORICO: SI<br>AL IS - H: 24 m<br>AL IS - C: 470 cm<br>INS - Cmed: <br>INS - Hmed: <br>INS - Cmax: <br>INS - Hmax: <br>DECR DI IN: D.Dip. n. 5450 del 19/12/2017<br>DECR MODIF: 0,,,,,-1,0,-1,,,Iscritto in elenco,albero singolo,Emilia-Romagna,Piacenza,Piacenza,IARDINI MARGHERITA - VIA ALBERONI,45.05082,9.70316,60 m slm,Cedrus,Cedrus libani A.Richard,Cedro del Libano,,urbano,SI,SI,NO,NO,NO,NO,NO,SI,NO,SI,24 m,470 cm,,,,,D.Dip. n. 5450 del 19/12/2017,0
9.56556,44.87778,001/H350/PC/08,"STATO: Iscritto in elenco<br>TIPOLOGIA: albero singolo<br>REGIONE: Emilia-Romagna<br>PROVINCIA: Piacenza<br>COMUNE: Rivergaro<br>LOCALITA': MONTECHIARO - VIA CASTELLO<br>LATITUDINE: 44.87778<br>LONGITUDIN: 9.56556<br>unnamed (1): 200 m slm<br>GENERE: Quercus<br>SPECIE: Quercus petraea subsp. austrotyrrhenica Brullo, R.Guarino & Siracusa<br>NOME VOLG: Rovere<br>ALTRE SPECIE: <br>CONTESTO: extraurbano<br>CR ETA': SI<br>CR CIRCONF: SI<br>CR ALTEZZA: NO<br>CR AMPIEZZ: NO<br>CR FM O PO: NO<br>CR VALORE: NO<br>CR RARITA': NO<br>CR ARCHIT: NO<br>CR PAESAG: SI<br>CR STORICO: SI<br>AL IS - H: 27 m<br>AL IS - C: 420 cm<br>INS - Cmed: <br>INS - Hmed: <br>INS - Cmax: <br>INS - Hmax: <br>DECR DI IN: D.Dip. n. 5450 del 19/12/2017<br>DECR MODIF: 0",,,,,-1,0,-1,,,Iscritto in elenco,albero singolo,Emilia-Romagna,Piacenza,Rivergaro,MONTECHIARO - VIA CASTELLO,44.87778,9.56556,200 m slm,Quercus,"Quercus petraea subsp. austrotyrrhenica Brullo, R.Guarino & Siracusa",Rovere,,extraurbano,SI,SI,NO,NO,NO,NO,NO,NO,SI,SI,27 m,420 cm,,,,,D.Dip. n. 5450 del 19/12/2017,0
9.79111,44.945,002/H887/PC/08,STATO: Iscritto in elenco<br>TIPOLOGIA: albero singolo<br>REGIONE: Emilia-Romagna<br>PROVINCIA: Piacenza<br>COMUNE: San Giorgio Piacentino<br>LOCALITA': PALAZZO MARAZZINI VISCONTI TERZI - MONTANARO<br>LATITUDINE: 44.94500<br>LONGITUDIN: 9.79111<br>unnamed (1): 87 m slm<br>GENERE: Platanus<br>SPECIE: Platanus acerifolia (Aiton) Willd.<br>NOME VOLG: Platano comune<br>ALTRE SPECIE: <br>CONTESTO: extraurbano<br>CR ETA': SI<br>CR CIRCONF: SI<br>CR ALTEZZA: NO<br>CR AMPIEZZ: NO<br>CR FM O PO: NO<br>CR VALORE: NO<br>CR RARITA': NO<br>CR ARCHIT: NO<br>CR PAESAG: SI<br>CR STORICO: SI<br>AL IS - H: 20 m<br>AL IS - C: 545 cm<br>INS - Cmed: <br>INS - Hmed: <br>INS - Cmax: <br>INS - Hmax: <br>DECR DI IN: D.Dip. n. 5450 del 19/12/2017<br>DECR MODIF: 0,,,,,-1,0,-1,,,Iscritto in elenco,albero singolo,Emilia-Romagna,Piacenza,San Giorgio Piacentino,PALAZZO MARAZZINI VISCONTI TERZI - MONTANARO,44.94500,9.79111,87 m slm,Platanus,Platanus acerifolia (Aiton) Willd.,Platano comune,,extraurbano,SI,SI,NO,NO,NO,NO,NO,NO,SI,SI,20 m,545 cm,,,,,D.Dip. n. 5450 del 19/12/2017,0
9.38694,44.76944,001/A909/PC/08,STATO: Iscritto in elenco<br>TIPOLOGIA: albero singolo<br>REGIONE: Emilia-Romagna<br>PROVINCIA: Piacenza<br>COMUNE: Bobbio<br>LOCALITA': PIAZZA SAN FRANCESCO<br>LATITUDINE: 44.76944<br>LONGITUDIN: 9.38694<br>unnamed (1): 270 m slm<br>GENERE: Platanus<br>SPECIE: Platanus acerifolia (Aiton) Willd.<br>NOME VOLG: Platano comune<br>ALTRE SPECIE: <br>CONTESTO: urbano<br>CR ETA': SI<br>CR CIRCONF: SI<br>CR ALTEZZA: NO<br>CR AMPIEZZ: NO<br>CR FM O PO: NO<br>CR VALORE: NO<br>CR RARITA': NO<br>CR ARCHIT: NO<br>CR PAESAG: SI<br>CR STORICO: SI<br>AL IS - H: 30 m<br>AL IS - C: 430 cm<br>INS - Cmed: <br>INS - Hmed: <br>INS - Cmax: <br>INS - Hmax: <br>DECR DI IN: D.Dip. n. 5450 del 19/12/2017<br>DECR MODIF: 0,,,,,-1,0,-1,,,Iscritto in elenco,albero singolo,Emilia-Romagna,Piacenza,Bobbio,PIAZZA SAN FRANCESCO,44.76944,9.38694,270 m slm,Platanus,Platanus acerifolia (Aiton) Willd.,Platano comune,,urbano,SI,SI,NO,NO,NO,NO,NO,NO,SI,SI,30 m,430 cm,,,,,D.Dip. n. 5450 del 19/12/2017,0
9.73167,44.87833,001/H887/PC/08,STATO: Iscritto in elenco<br>TIPOLOGIA: albero singolo<br>REGIONE: Emilia-Romagna<br>PROVINCIA: Piacenza<br>COMUNE: San Giorgio Piacentino<br>LOCALITA': VILLA ROCCA DI CORNELIANO - RONCO<br>LATITUDINE: 44.87833<br>LONGITUDIN: 9.73167<br>unnamed (1): 197 m slm<br>GENERE: Cedrus<br>SPECIE: Cedrus deodara (D.Don) G.Don<br>NOME VOLG: Cedro dell'Himalaya<br>ALTRE SPECIE: <br>CONTESTO: urbano<br>CR ETA': SI<br>CR CIRCONF: SI<br>CR ALTEZZA: NO<br>CR AMPIEZZ: NO<br>CR FM O PO: NO<br>CR VALORE: NO<br>CR RARITA': NO<br>CR ARCHIT: SI<br>CR PAESAG: SI<br>CR STORICO: SI<br>AL IS - H: 18 m<br>AL IS - C: 570 cm<br>INS - Cmed: <br>INS - Hmed: <br>INS - Cmax: <br>INS - Hmax: <br>DECR DI IN: D.Dip. n. 5450 del 19/12/2017<br>DECR MODIF: 0,,,,,-1,0,-1,,,Iscritto in elenco,albero singolo,Emilia-Romagna,Piacenza,San Giorgio Piacentino,VILLA ROCCA DI CORNELIANO - RONCO,44.87833,9.73167,197 m slm,Cedrus,Cedrus deodara (D.Don) G.Don,Cedro dell'Himalaya,,urbano,SI,SI,NO,NO,NO,NO,NO,SI,SI,SI,18 m,570 cm,,,,,D.Dip. n. 5450 del 19/12/2017,0
12.197,44.42069,001/H199/RA/08,STATO: Iscritto in elenco<br>TIPOLOGIA: albero singolo<br>REGIONE: Emilia-Romagna<br>PROVINCIA: Ravenna<br>COMUNE: Ravenna<br>LOCALITA': BASILICA DI SAN VITALE E MAUSOLEO DI GALLA PLACIDIA - VIA FIANDRINI<br>LATITUDINE: 44.42069<br>LONGITUDIN: 12.19700<br>unnamed (1): 2 m slm<br>GENERE: Platanus<br>SPECIE: Platanus acerifolia (Aiton) Willd.<br>NOME VOLG: Platano comune<br>ALTRE SPECIE: <br>CONTESTO: urbano<br>CR ETA': SI<br>CR CIRCONF: SI<br>CR ALTEZZA: NO<br>CR AMPIEZZ: NO<br>CR FM O PO: NO<br>CR VALORE: NO<br>CR RARITA': NO<br>CR ARCHIT: NO<br>CR PAESAG: SI<br>CR STORICO: SI<br>AL IS - H: 33 m<br>AL IS - C: 480 cm<br>INS - Cmed: <br>INS - Hmed: <br>INS - Cmax: <br>INS - Hmax: <br>DECR DI IN: D.Dip. n. 5450 del 19/12/2017<br>DECR MODIF: 0,,,,,-1,0,-1,,,Iscritto in elenco,albero singolo,Emilia-Romagna,Ravenna,Ravenna,BASILICA DI SAN VITALE E MAUSOLEO DI GALLA PLACIDIA - VIA FIANDRINI,44.42069,12.19700,2 m slm,Platanus,Platanus acerifolia (Aiton) Willd.,Platano comune,,urbano,SI,SI,NO,NO,NO,NO,NO,NO,SI,SI,33 m,480 cm,,,,,D.Dip. n. 5450 del 19/12/2017,0
11.73719,44.19756,001/B188/RA/08,STATO: Iscritto in elenco<br>TIPOLOGIA: albero singolo<br>REGIONE: Emilia-Romagna<br>PROVINCIA: Ravenna<br>COMUNE: Brisighella<br>LOCALITA': GHIOZZANO - VIA CAPIUME 1/A<br>LATITUDINE: 44.19756<br>LONGITUDIN: 11.73719<br>unnamed (1): 169 m slm<br>GENERE: Quercus<br>SPECIE: Quercus pubescens Willd.<br>NOME VOLG: Roverella<br>ALTRE SPECIE: <br>CONTESTO: extraurbano<br>CR ETA': SI<br>CR CIRCONF: SI<br>CR ALTEZZA: NO<br>CR AMPIEZZ: NO<br>CR FM O PO: NO<br>CR VALORE: NO<br>CR RARITA': NO<br>CR ARCHIT: NO<br>CR PAESAG: SI<br>CR STORICO: NO<br>AL IS - H: 25 m<br>AL IS - C: 670 cm<br>INS - Cmed: <br>INS - Hmed: <br>INS - Cmax: <br>INS - Hmax: <br>DECR DI IN: D.Dip. n. 5450 del 19/12/2017<br>DECR MODIF: 0,,,,,-1,0,-1,,,Iscritto in elenco,albero singolo,Emilia-Romagna,Ravenna,Brisighella,GHIOZZANO - VIA CAPIUME 1/A,44.19756,11.73719,169 m slm,Quercus,Quercus pubescens Willd.,Roverella,,extraurbano,SI,SI,NO,NO,NO,NO,NO,NO,SI,NO,25 m,670 cm,,,,,D.Dip. n. 5450 del 19/12/2017,0
11.94057,44.25701,002/D458/RA/08,"STATO: Iscritto in elenco<br>TIPOLOGIA: albero singolo<br>REGIONE: Emilia-Romagna<br>PROVINCIA: Ravenna<br>COMUNE: Faenza<br>LOCALITA': PARROCCHIA DI SAN BIAGIO - VIA CAVALIERA 3<br>LATITUDINE: 44.25701<br>LONGITUDIN: 11.94057<br>unnamed (1): 28 m slm<br>GENERE: Quercus<br>SPECIE: Quercus cerris L.<br>NOME VOLG: Cerro<br>ALTRE SPECIE: <br>CONTESTO: urbano<br>CR ETA': SI<br>CR CIRCONF: SI<br>CR ALTEZZA: NO<br>CR AMPIEZZ: NO<br>CR FM O PO: NO<br>CR VALORE: NO<br>CR RARITA': NO<br>CR ARCHIT: NO<br>CR PAESAG: NO<br>CR STORICO: SI<br>AL IS - H: 30,5 m<br>AL IS - C: 450 cm<br>INS - Cmed: <br>INS - Hmed: <br>INS - Cmax: <br>INS - Hmax: <br>DECR DI IN: D.Dip. n. 5450 del 19/12/2017<br>DECR MODIF: 0",,,,,-1,0,-1,,,Iscritto in elenco,albero singolo,Emilia-Romagna,Ravenna,Faenza,PARROCCHIA DI SAN BIAGIO - VIA CAVALIERA 3,44.25701,11.94057,28 m slm,Quercus,Quercus cerris L.,Cerro,,urbano,SI,SI,NO,NO,NO,NO,NO,NO,NO,SI,"30,5 m",450 cm,,,,,D.Dip. n. 5450 del 19/12/2017,0
11.97255,44.42821,008/A547/RA/08,STATO: Iscritto in elenco<br>TIPOLOGIA: albero singolo<br>REGIONE: Emilia-Romagna<br>PROVINCIA: Ravenna<br>COMUNE: Bagnacavallo<br>LOCALITA': PODERE PANTALEONE - VICOLO PANTALEONE 1<br>LATITUDINE: 44.42821<br>LONGITUDIN: 11.97255<br>unnamed (1): 4 m slm<br>GENERE: Populus<br>SPECIE: Populus nigra L.<br>NOME VOLG: Pioppo nero<br>ALTRE SPECIE: <br>CONTESTO: extraurbano<br>CR ETA': SI<br>CR CIRCONF: SI<br>CR ALTEZZA: NO<br>CR AMPIEZZ: NO<br>CR FM O PO: NO<br>CR VALORE: SI<br>CR RARITA': NO<br>CR ARCHIT: NO<br>CR PAESAG: NO<br>CR STORICO: SI<br>AL IS - H: 27 m<br>AL IS - C: 560 cm<br>INS - Cmed: <br>INS - Hmed: <br>INS - Cmax: <br>INS - Hmax: <br>DECR DI IN: D.Dip. n. 5450 del 19/12/2017<br>DECR MODIF: 0,,,,,-1,0,-1,,,Iscritto in elenco,albero singolo,Emilia-Romagna,Ravenna,Bagnacavallo,PODERE PANTALEONE - VICOLO PANTALEONE 1,44.42821,11.97255,4 m slm,Populus,Populus nigra L.,Pioppo nero,,extraurbano,SI,SI,NO,NO,NO,SI,NO,NO,NO,SI,27 m,560 cm,,,,,D.Dip. n. 5450 del 19/12/2017,0
12.02318,44.32866,001/D458/RA/08,STATO: Iscritto in elenco<br>TIPOLOGIA: albero singolo<br>REGIONE: Emilia-Romagna<br>PROVINCIA: Ravenna<br>COMUNE: Faenza<br>LOCALITA': PRADA - VIA CORLETO<br>LATITUDINE: 44.32866<br>LONGITUDIN: 12.02318<br>unnamed (1): 9 m slm<br>GENERE: Populus<br>SPECIE: Populus alba L.<br>NOME VOLG: Pioppo bianco<br>ALTRE SPECIE: <br>CONTESTO: extraurbano<br>CR ETA': SI<br>CR CIRCONF: SI<br>CR ALTEZZA: NO<br>CR AMPIEZZ: NO<br>CR FM O PO: NO<br>CR VALORE: NO<br>CR RARITA': NO<br>CR ARCHIT: NO<br>CR PAESAG: SI<br>CR STORICO: NO<br>AL IS - H: 27 m<br>AL IS - C: 520 cm<br>INS - Cmed: <br>INS - Hmed: <br>INS - Cmax: <br>INS - Hmax: <br>DECR DI IN: D.Dip. n. 5450 del 19/12/2017<br>DECR MODIF: 0,,,,,-1,0,-1,,,Iscritto in elenco,albero singolo,Emilia-Romagna,Ravenna,Faenza,PRADA - VIA CORLETO,44.32866,12.02318,9 m slm,Populus,Populus alba L.,Pioppo bianco,,extraurbano,SI,SI,NO,NO,NO,NO,NO,NO,SI,NO,27 m,520 cm,,,,,D.Dip. n. 5450 del 19/12/2017,0
11.81858,44.48419,001/F029/RA/08,STATO: Iscritto in elenco<br>TIPOLOGIA: albero singolo<br>REGIONE: Emilia-Romagna<br>PROVINCIA: Ravenna<br>COMUNE: Massa Lombarda<br>LOCALITA': SAN PATRIZIO - VIA MERLO 2<br>LATITUDINE: 44.48419<br>LONGITUDIN: 11.81858<br>unnamed (1): 0 m slm<br>GENERE: Morus<br>SPECIE: Morus nigra L.<br>NOME VOLG: Gelso nero<br>ALTRE SPECIE: <br>CONTESTO: extraurbano<br>CR ETA': SI<br>CR CIRCONF: SI<br>CR ALTEZZA: NO<br>CR AMPIEZZ: NO<br>CR FM O PO: NO<br>CR VALORE: NO<br>CR RARITA': NO<br>CR ARCHIT: NO<br>CR PAESAG: SI<br>CR STORICO: SI<br>AL IS - H: 26 m<br>AL IS - C: 555 cm<br>INS - Cmed: <br>INS - Hmed: <br>INS - Cmax: <br>INS - Hmax: <br>DECR DI IN: D.Dip. n. 5450 del 19/12/2017<br>DECR MODIF: 0,,,,,-1,0,-1,,,Iscritto in elenco,albero singolo,Emilia-Romagna,Ravenna,Massa Lombarda,SAN PATRIZIO - VIA MERLO 2,44.48419,11.81858,0 m slm,Morus,Morus nigra L.,Gelso nero,,extraurbano,SI,SI,NO,NO,NO,NO,NO,NO,SI,SI,26 m,555 cm,,,,,D.Dip. n. 5450 del 19/12/2017,0
11.85938,44.33059,003/D458/RA/08,STATO: Iscritto in elenco<br>TIPOLOGIA: albero singolo<br>REGIONE: Emilia-Romagna<br>PROVINCIA: Ravenna<br>COMUNE: Faenza<br>LOCALITA': SAN PIER LAGUNA - VIA LUGO 153<br>LATITUDINE: 44.33059<br>LONGITUDIN: 11.85938<br>unnamed (1): 44 m slm<br>GENERE: Platanus<br>SPECIE: Platanus occidentalis L.<br>NOME VOLG: Platano occidentale<br>ALTRE SPECIE: <br>CONTESTO: extraurbano<br>CR ETA': SI<br>CR CIRCONF: SI<br>CR ALTEZZA: NO<br>CR AMPIEZZ: NO<br>CR FM O PO: NO<br>CR VALORE: NO<br>CR RARITA': NO<br>CR ARCHIT: NO<br>CR PAESAG: SI<br>CR STORICO: SI<br>AL IS - H: 33 m<br>AL IS - C: 655 cm<br>INS - Cmed: <br>INS - Hmed: <br>INS - Cmax: <br>INS - Hmax: <br>DECR DI IN: D.Dip. n. 5450 del 19/12/2017<br>DECR MODIF: 0,,,,,-1,0,-1,,,Iscritto in elenco,albero singolo,Emilia-Romagna,Ravenna,Faenza,SAN PIER LAGUNA - VIA LUGO 153,44.33059,11.85938,44 m slm,Platanus,Platanus occidentalis L.,Platano occidentale,,extraurbano,SI,SI,NO,NO,NO,NO,NO,NO,SI,SI,33 m,655 cm,,,,,D.Dip. n. 5450 del 19/12/2017,0
